band	focal	pos	frequencies	ld	true_region_size	matched_region_size	matched_start	matched_end	region_gen_size	matched_gen_size	selection_snp_count	selection_snp_count_50kb	selection_snp_count_100kb	selection_snp_count_200kb	num_gene_overlaps	meiotic_genes	meiotic_genes_all	gene_overlap_strong	gwas	eqtl
6p21.2	0	44710152	0.33 0.24 0.2 0.04 0.22	0.0 0.01 0.03 0.55 1.09	344149	344149	44538077	44882226	0.03	0.21	0	0	0	0	1	1	0	0	Appendicular lean mass(rs10807302:1:-0.01;rs10807302:1:-0.02);Body mass index(rs857601:0.82:0.01);Chin dimples(rs17336368:1:NA);Heel bone mineral density(rs10807302:1:-0.01);Hip minimal joint space width(rs10948155:0.81:-0.07);Impedance of leg (left)(NA:0.73:0.66;rs10807302:1:0.56);Impedance of leg (right)(rs111997036:0.71:0.65;rs10807302:1:0.56);Impedance of whole body(NA:0.73:1.2;rs10807302:1:1.03);Osteoarthritis (hip)(rs10948172:0.83:NA;rs10807302:1:0.07);Osteoarthritis; localized(rs10948196:0.66:NA);Pattern 1 | hair/balding pattern(rs10807302:1:-0.05);Pattern 4 | hair/balding pattern(rs10807302:1:0.06);Red blood cell count(rs860741:0.89:NA;rs10807302:1:-0.01);Total body bone mineral density(rs184065563:0.71:-0.04)	RUNX2(eqtl:0.6:rs10807302;sqtl:0.5:rs10807302);SUPT3H(eqtl:0.9:rs10807302)
6p21.2	0	71341048	0.31 0.08 0.18 0.13 0.26	0.01 0.13 0.15 0.22 0.97	344149	344149	71168973	71513122	0.03	0.17	0	0	0	0	3	2	0	0	Mean platelet (thrombocyte) volume(rs2691475:0.65:0.02;rs2462508:1:0.02);Mean platelet volume(rs2691475:0.65:0.02;rs2691475:0.65:0.02;rs1917342:0.99:0.02;rs2462508:1:0.02;rs2462508:1:0.02);Platelet distribution width(rs2842061:0.99:0.02;rs2494979:1:0.02;rs2462506:0.97:0.01;rs2462508:1:0.01;rs2462508:1:0.02;rs2462508:1:0.02)	SMAP1(eqtl:0.8:rs2462508;pqtl:0.5:rs2462508)
6p21.2	0	89512208	0.3 0.03 0.22 0.18 0.28	0.0 0.0 0.01 0.36 0.95	344149	344149	89340133	89684282	0.03	0.08	0	0	0	0	1	1	1	1	0	RNGTT(eqtl:0.9:rs12204839)
6p21.2	0	90204719	0.34 0.16 0.24 0.03 0.22	0.01 0.01 0.01 0.46 1.09	344149	344149	90032644	90376793	0.03	0.21	0	0	0	0	6	3	0	0	0	LYRM2(eqtl:0.6:rs10944449);RRAGD(eqtl:0.9:rs10944449);UBE2J1(eqtl:0.2:rs10944449)
6p21.2	0	102400144	0.38 0.01 0.26 0.07 0.27	0.02 0.03 0.04 0.57 1.03	344149	344149	102228069	102572218	0.03	0.14	0	0	0	0	1	0	0	0	0	0
6p21.2	0	131114301	0.34 0.05 0.31 0.05 0.25	0.03 0.09 0.11 0.44 1.0	344149	344149	130942226	131286375	0.03	0.19	0	0	0	0	2	1	0	0	"Forced expiratory volume in 1-second (fev1), best measure(rs761840:1:-0.01);Forced vital capacity (fvc)(rs761840:1:-0.01);Forced vital capacity (fvc), best measure(rs1338872735:0.67:-0.01;rs761840:1:-0.01);Monocyte count(rs761840:1:0.01);Platelet count(rs761841:0.72:0.01;rs761840:1:0.01;rs761840:1:0.01)"	AKAP7(eqtl:0.4:rs761840);EPB41L2(sqtl:0.1:rs761840)
6p21.2	0	133325650	0.33 0.07 0.2 0.13 0.21	0.0 0.01 0.04 0.28 1.06	344149	344149	133153575	133497724	0.03	0.14	0	0	0	0	1	0	0	0	"Bone mineral density (paediatric, skull) [EA](rs3012465:0.84:0.12);Bone mineral density (paediatric, skull)(rs3012465:0.84:0.13);Bone mineral density [Cortical vBMD](rs271170:0.99:0.11);Heel bone mineral density (bmd) (left)(rs4053080:1:0);Heel bone mineral density (bmd) (right)(rs1451085653:0.87:-0.01;rs4053080:1:-0.01);Heel bone mineral density (bmd) t-score, automated (left)(rs4053080:1:-0.04);Heel bone mineral density (bmd) t-score, automated (right)(rs1451085653:0.87:-0.05;rs4053080:1:-0.05);Heel bone mineral density (bmd) t-score, automated(rs2926352:0.95:-0.04;rs4053080:1:-0.04);Heel bone mineral density (bmd)(rs2926352:0.95:0;rs4053080:1:0);Heel bone mineral density T score(rs2926349:0.94:-0.04);Heel bone mineral density(rs3012465:0.84:-0.04;rs3012465:0.84:-0.04;rs4053080:1:-0.04;rs4053080:1:-0.04);Heel broadband ultrasound attenuation (right)(rs1451085653:0.87:-0.89;rs4053080:1:-0.85);Heel broadband ultrasound attenuation, direct entry(rs34115816:0.9:0.74;rs4053080:1:-0.71);Heel quantitative ultrasound index (qui), direct entry (right)(rs1451085653:0.87:-0.94;rs4053080:1:-0.89);Heel quantitative ultrasound index (qui), direct entry(rs2926352:0.95:-0.74;rs4053080:1:-0.72)"	SLC18B1(eqtl:0.5:rs4053080);VNN2(sqtl:0.1:rs4053080)
6p21.2	0	136795028	0.34 0.02 0.18 0.18 0.26	0.0 0.01 0.01 0.55 1.11	344149	344149	136622953	136967102	0.03	0.18	0	0	0	0	3	1	0	0	0	0
6p21.2	0	160890842	0.32 0.3 0.22 0.1 0.15	0.0 0.01 0.03 0.35 0.96	344149	344149	160718767	161062916	0.03	0.1	4	5	5	5	3	0	0	0	"Angiostatin measurement(rs1112073:1:-0.14);Cholesterol, total(rs1112073:1:0.03);Coronary artery disease(rs1112073:1:0.03);High cholesterol(rs1112073:1:0);Low density lipoprotein cholesterol levels(rs1112073:1:0.03);Mean reticulocyte volume(rs3124784:0.86:-0.01;rs1112073:1:-0.01);Plasminogen measurement(rs1112073:1:-0.11);Prostate cancer(rs1112073:1:0.06);Sex hormone-binding globulin levels adjusted for BMI(rs1112073:1:-0.01;rs1112073:1:-0.01;rs1112073:1:-0.01);Sex hormone-binding globulin levels(rs1112073:1:-0.01;rs1112073:1:-0.01;rs1112073:1:-0.01);Standing height(rs1112073:1:-0.09);Triglyceride levels(rs3127599:0.97:0.02)"	PLG(pqtl:0.7:rs1112073);SLC22A3(eqtl:0.1:rs1112073;sqtl:0.1:rs1112073)
6p21.1	1	45184453	0.5 0.79 0.61 0.73 0.55	0.0 0.0 0.01 0.17 0.55	339727	339726	45009722	45349448	0.03	0.03	0	0	0	0	3	2	0	0	"Appendicular lean mass(rs3957281:0.72:-0.05;rs1159131:0.71:-0.03;rs9357470:0.93:0.02;rs9357471:0.87:0.02);Arm fat-free mass (left)(rs112143344:0.81:0.01);Arm fat-free mass (right)(rs9395069:0.86:0.01);Arm predicted mass (left)(rs112143344:0.81:0.01);Basal metabolic rate(rs9395069:0.87:13.09);Body mass index(rs857601:0.89:0.01);Chin dimples(rs17336368:0.74:NA);Estimated glomerular filtration rate(rs720989:0.61:0);Facial morphology (forehead protrusion 1)(rs10948192:0.77:NA);Glaucoma (multi-trait analysis)(rs2145826:0.79:-0.07);Heel bone mineral density (bmd) (right)(rs227831:0.64:0);Heel bone mineral density (bmd) t-score, automated (left)(rs227831:0.64:-0.03);Heel bone mineral density (bmd) t-score, automated (right)(rs227831:0.64:-0.04);Heel bone mineral density(rs5875893:0.65:0.03);Heel quantitative ultrasound index (qui), direct entry (right)(rs227831:0.64:-0.66);Height(rs6938592:0.61:NA;rs3799969:0.89:NA;rs9395066:0.93:0.02);Impedance of arm (right)(rs573931721:0.91:0.56);Impedance of leg (left)(NA:1:0.66);Impedance of leg (right)(rs111997036:0.98:0.65);Impedance of whole body(NA:1:1.2);Leg fat-free mass (right)(rs9395069:0.86:0.02);Leg predicted mass (right)(rs9395069:0.87:0.02);Lung function (FVC)(rs9369530:1:-0.01;rs9349309:1:NA);Lymphocyte counts(rs227849:0.68:0.01;rs9395049:0.74:-0.01;rs9395049:0.74:-0.01);Male-pattern baldness(rs559694420:0.69:-0.05);Nose morphology(rs66604011:1:NA;rs4714845:1:NA;rs12208924:0.87:NA);Nose size(rs778450774:0.76:NA);Osteoarthritis (hip)(rs10948172:0.89:NA);Osteoarthritis of the hip or knee(rs12193102:0.61:NA);Otosclerosis(rs13192457:0.82:NA);Red blood cell count(rs860741:0.7:NA);Sitting height(rs9357471:0.87:0.11);Total body bone mineral density (age over 60)(rs184065563:0.99:-0.06);Total body bone mineral density [European](rs12201899:1:-0.05);Total body bone mineral density(rs184065563:1:-0.04);Trunk fat-free mass(rs9395069:0.87:0.06);Trunk predicted mass(rs9395069:0.86:0.06);Type 2 diabetes(rs538801:0.92:NA);White matter microstructure (axial diusivities) [Corticospinal tract ](rs5875893:0.65:NA);White matter microstructure (mean diusivities) [Corticospinal tract ](rs227847:0.65:NA;rs5875893:0.65:NA;rs7763421:0.71:NA);Whole body fat-free mass(rs9395069:0.86:0.11);Whole body water mass(rs9395069:0.87:0.08);facial morphology traits (multivariate analysis)(rs1852985:0.96:NA);middle facial morphology traits (quantitative measurement) [Nose bridge breadth](rs1852985:0.96:0)"	ENPP4(eqtl:0.2:rs1285005);RUNX2(sqtl:0.9:rs9381365;eqtl:0.8:rs1300126);SUPT3H(eqtl:1:rs6933553)
6p21.1	0	25883106	0.48 0.81 0.56 0.71 0.6	0.01 0.02 0.03 0.21 0.75	339727	339727	25713242	26052969	0.03	0.08	289	394	420	466	16	1	0	0	"Celiac disease(rs596774:1:0.26);Disorders of iron metabolism(rs596774:1:-1.06);Disorders of mineral metabolism(rs596774:1:-0.29);FEV1(rs596774:1:-0.01);Forced expiratory volume in 1-second (fev1)(rs596774:1:-0.01);Forced expiratory volume in 1-second (fev1), best measure(rs596774:1:-0.01);Intestinal malabsorption (non-celiac)(rs596774:1:0.24);Liver iron content(rs596774:1:-0.04);Lymphocyte counts(rs596774:1:-0.02;rs596774:1:-0.02;rs596774:1:-0.02);Malabsorption/coeliac disease | non-cancer illness code, self-reported(rs596774:1:0.3);Monocyte count(rs596774:1:-0.01);Peak expiratory flow(rs596774:1:-0.01);Red cell distribution width(rs596774:1:-0.01;rs596774:1:-0.01);Type 1 diabetes(rs596774:1:0.14);Urate levels(rs596774:1:0.02)"	BTN2A1(eqtl:0.4:rs596774);BTN3A1(eqtl:0.5:rs596774);BTN3A2(eqtl:0.8:rs596774);CARMIL1(eqtl:0.4:rs596774);H2BC5(eqtl:0.6:rs596774);H4C3(eqtl:0.5:rs596774);H4C8(eqtl:0.3:rs596774);HMGN4(eqtl:0.4:rs596774);SLC17A1(eqtl:0.8:rs596774);SLC17A3(eqtl:0.9:rs596774;sqtl:0.5:rs596774);TRIM38(eqtl:0.4:rs596774)
6p21.1	0	48098680	0.54 0.61 0.61 0.68 0.7	0.01 0.03 0.03 0.22 0.54	339727	339727	47928816	48268543	0.03	0.09	0	0	0	0	1	0	0	0	0	0
6p21.1	0	81493824	0.54 0.68 0.7 0.69 0.51	0.0 0.01 0.02 0.15 0.39	339727	339727	81323960	81663687	0.03	0.09	0	0	0	0	0	0	0	0	Cystatin C levels(rs3903133:1:-0.02);Scavenger receptor class A member 5 measurement(rs1377985:0.93:0.08;rs9361656:1:-0.07);Waist circumference adjusted for body mass index(rs1339382:0.61:NA;rs1339382:0.61:-0.03);Waist-hip ratio(rs9352872:1:NA);Waist-to-hip ratio adjusted for BMI(rs1339382:0.61:NA;rs6900642:0.67:-0.02)	0
6p21.1	0	83183465	0.52 0.54 0.7 0.72 0.6	0.0 0.0 0.02 0.14 0.6	339727	339727	83013601	83353328	0.03	0.09	0	0	0	0	1	0	0	0	0	0
6p21.1	0	87279401	0.53 0.92 0.52 0.56 0.59	0.0 0.01 0.02 0.21 0.45	339727	339727	87109537	87449264	0.03	0.09	0	0	0	0	0	0	0	0	0	0
6p21.1	0	101204126	0.49 0.66 0.78 0.74 0.53	0.0 0.0 0.01 0.07 0.43	339727	339727	101034262	101373989	0.03	0.05	0	0	0	0	1	1	0	0	Age at first sexual intercourse(rs9386250:1:-0.01);Age when periods started (menarche)(rs11458788:0.79:-0.02;rs9386250:1:-0.02);Arm fat-free mass (left)(rs11458788:0.79:0.01;rs9386250:1:0.01);Arm fat-free mass (right)(rs11458788:0.79:0.01;rs9386250:1:0.01);Arm predicted mass (left)(rs11458788:0.79:0.01;rs9386250:1:0.01);Arm predicted mass (right)(rs11458788:0.79:0.01;rs9386250:1:0.01);Basal metabolic rate(rs9386250:1:11.34);Body mass index (bmi)(rs240764:0.78:0.06);Depression(rs240764:0.78:0.02);Depressive symptoms(rs4461738:0.81:0.01);Impedance of arm (left)(rs11458788:0.79:-0.64;rs9386250:1:-0.56);Impedance of arm (right)(rs11458788:0.79:-0.62;rs9386250:1:-0.55);Impedance of leg (left)(rs9386250:1:-0.42);Impedance of whole body(rs11458788:0.79:-1.13;rs9386250:1:-1.07);Lifetime number of sexual partners(rs9386250:1:0.01);Neuroticism(rs240764:0.78:0.03;rs4461738:0.81:0.01);Positive affect(rs4461738:0.81:0.01);Trunk fat-free mass(rs11458788:0.79:0.05;rs9386250:1:0.05);Trunk predicted mass(rs11458788:0.79:0.05;rs9386250:1:0.04);Well-being spectrum (multivariate analysis)(rs4461738:0.81:0.01);Whole body fat-free mass(rs11458788:0.79:0.09;rs9386250:1:0.09);Whole body water mass(rs11458788:0.79:0.07;rs9386250:1:0.06)	ASCC3(eqtl:0.8:rs9386250;sqtl:0.7:rs9386250);GRIK2(eqtl:0.3:rs9386250)
6p21.1	0	111641850	0.5 0.95 0.5 0.58 0.56	0.0 0.01 0.01 0.19 0.55	339727	339727	111471986	111811713	0.03	0.05	0	0	0	0	4	3	0	0	Hair color(rs7760535:0.76:NA);Mean corpuscular hemoglobin(rs457492:1:-0.01;rs457492:1:-0.01);Mean corpuscular volume(rs457492:1:-0.01;rs457492:1:-0.06;rs457492:1:-0.01);Mean reticulocyte volume(rs457492:1:-0.01;rs457492:1:-0.11);Mean spheric corpuscular volume(rs457492:1:-0.01);Metabolic traits [isoleucine/tyrosine + 10 other traits](rs7760535:0.76:NA);Psoriasis(rs456865:1:NA)	MFSD4B(eqtl:0.6:rs457492);REV3L(eqtl:0.2:rs457492);TRAF3IP2(eqtl:0.8:rs457492)
6p21.1	0	114831921	0.53 0.76 0.42 0.69 0.71	0.0 0.03 0.05 0.32 0.57	339727	339727	114662057	115001784	0.03	0.08	0	0	0	0	1	0	0	0	0	0
6p21.1	0	127054588	0.49 0.3 0.69 0.97 0.68	0.0 0.0 0.01 0.05 0.38	339727	339727	126884724	127224451	0.03	0.03	0	0	0	0	0	0	0	0	"""Diabetes, insuline treatment (Kela reimbursement)""(rs1262557:1:-0.05);Age when periods started (menarche)(rs1262557:1:0.02);Ankle spacing width(rs1262557:1:-0.07);Appendicular lean mass(rs9388490:0.61:0.05;rs1262557:1:-0.04;rs1262557:1:-0.04;rs1262557:1:-0.04);Arm fat percentage (left)(rs1262557:1:0.11);Arm fat percentage (right)(rs1262557:1:0.11);Arm fat-free mass (left)(rs1262557:1:-0.01);Arm fat-free mass (right)(rs9388490:0.61:0.01;rs1262557:1:-0.01);Arm predicted mass (left)(rs1262557:1:-0.01);Arm predicted mass (right)(rs1262557:1:-0.01);Basal metabolic rate(rs1262557:1:-20.86);Body fat percentage(rs1262557:1:0.1);Brain region volumes [left lateral orbitofrontal](rs17754780:0.65:NA);Comparative height size at age 10(rs1262557:1:-0.03);Coronary artery disease(rs1262557:1:0.03);Feeling nervous(rs6919397:0.65:-0.01);Forced expiratory volume in 1-second (fev1)(rs1262557:1:-0.01);Forced expiratory volume in 1-second (fev1), best measure(rs1262557:1:-0.01);Forced expiratory volume in 1-second (fev1), predicted(rs1262557:1:-0.01);Forced vital capacity (fvc)(rs1262557:1:-0.02);Forced vital capacity (fvc), best measure(rs1262557:1:-0.02);Haematocrit percentage(rs9375435:0.64:-0.06;rs1262557:1:0.04);Haemoglobin concentration(rs1262557:1:0.01);Hematocrit(rs1262557:1:0.02;rs1262557:1:0.02;rs1262557:1:0.02);Hemoglobin concentration(rs1262557:1:0.02);Hemoglobin(rs1262557:1:0.02);Highest math class taken(rs9388490:0.61:0.01);Hip circumference adjusted for BMI(rs1030807851:0.65:0.03);Impedance of arm (left)(rs35510806:0.73:-0.61);Impedance of arm (right)(rs9388487:0.73:-0.58);Impedance of whole body(rs9398803:0.73:-1.11);Kidney volume(rs1262557:1:-0.04);Leg fat percentage (left)(rs1262557:1:0.08);Leg fat percentage (right)(rs1262557:1:0.08);Leg fat-free mass (left)(rs9388490:0.61:0.03;rs1262557:1:-0.02);Leg fat-free mass (right)(rs1262557:1:-0.02);Leg predicted mass (left)(rs1262557:1:-0.02);Leg predicted mass (right)(rs1262557:1:-0.02);Liver volume(rs1262557:1:-0.04);Low density lipoprotein cholesterol levels(rs1262557:1:0.01);Lung function (FEV1/FVC)(rs9398804:0.64:NA);Lung function (FVC)(rs1262557:1:-0.02);Male-pattern baldness(rs9398803:0.73:0.12;rs1262557:1:0.05);Neutrophil count(rs1262557:1:0.01;rs1262557:1:0.01);Neutrophill count(rs1262557:1:0.02);Pattern 1 | hair/balding pattern(rs1262557:1:-0.08);Pattern 3 | hair/balding pattern(rs1262557:1:0.06);Pattern 4 | hair/balding pattern(rs9398803:0.73:NA;rs1262557:1:0.09);Red blood cell count(rs1262557:1:0.01;rs1262557:1:0.01);Serum phosphate levels(rs9388489:0.65:0.02);Sex hormone-binding globulin levels adjusted for BMI(rs1262557:1:0.01;rs1262557:1:0.01);Sitting height(rs1262557:1:-0.14);Standing height(rs1262557:1:-0.29);Trunk fat percentage(rs1262557:1:0.1);Trunk fat-free mass(rs1262557:1:-0.11);Trunk predicted mass(rs9388490:0.61:0.13;rs1262557:1:-0.11);Type 1 diabetes(rs2045258:0.65:NA;rs9388489:0.65:NA;rs1262557:1:-0.08);Weight(rs9388490:0.61:0.22);White blood cell (leukocyte) count(rs1262557:1:0.03);White blood cell count(rs1262557:1:0.01;rs1262557:1:0.01);Whole body fat-free mass(rs9388490:0.61:0.23;rs1262557:1:-0.18);Whole body water mass(rs1262557:1:-0.13)"	CENPW(eqtl:0.7:rs1262557)
6p11.2	1	57491547	0.18 0.01 0.28 0.08 0.14	0.0 0.01 0.02 0.09 0.32	346139	346138	57317174	57663312	0.06	0.06	0	0	0	0	1	0	0	0	Chronotype(rs9476310:0.6:NA);Daytime nap(rs113493369:0.62:-0.01);Lung function (FEV1/FVC)(NA:0.79:-0.02);Peak expiratory flow(NA:0.81:-0.02);Pulse pressure(rs9404922:0.73:0.01);Serum 25-Hydroxyvitamin D levels(rs9476310:0.6:0.01;rs9476310:0.6:0.01;rs9476310:0.6:0.01;rs9476310:0.6:0.01;rs9476310:0.6:0.01)	RAB23(eqtl:0.4:rs7745064)
6p11.2	0	26573631	0.13 0.19 0.17 0.12 0.07	0.0 0.01 0.01 0.19 0.35	346139	346139	26400561	26746700	0.06	0.05	99	119	160	205	11	6	0	0	"Abdominal hernia(rs13214027:1:-0.06);Ankle spacing width(rs13214027:1:0.1);Arm fat mass (left)(rs13214027:1:0.01);Arm fat mass (right)(rs13214027:1:0.01);Autoimmune diseases(rs13214027:1:0.09);Barrett's esophagus(rs13214027:1:-0.13);Basophil count(rs3734537:0.76:NA;rs13214027:1:-0.02;rs13214027:1:-0.02);Body mass index (bmi)(rs13214027:1:0.09);Celiac disease(rs13214027:1:1.05);Coeliac disease(rs13214027:1:0.71);Cognitive performance(rs13214027:1:0.03);Connective tissue disorder(rs13214027:1:0);Daytime nap(rs13214027:1:-0.01);Dentures | mouth/teeth dental problems(rs13214027:1:0.05);Dermatitis herpetiformis(rs13214027:1:0.89);Diabetes or endocrine disease(rs13214027:1:0.01);Disorders of iron metabolism(rs13214027:1:-0.59);Doctor diagnosed sarcoidosis(rs13214027:1:0.68);Eosinophil counts(rs2072806:0.75:-0.04;rs9358938:0.73:-0.04;rs3734537:0.76:NA;rs13214027:1:-0.04;rs13214027:1:-0.04;rs13214027:1:-0.04);Eosinophil percentage of white cells(rs13214027:1:-0.02);Eosinophill count(rs13214027:1:-0.03);Esophageal disorder(rs13214027:1:0);FEV1(rs13214027:1:-0.04);Fluid intelligence score(rs13214027:1:0.07);Forced expiratory volume in 1-second (fev1)(rs13214027:1:-0.02);Forced expiratory volume in 1-second (fev1), best measure(rs13214027:1:-0.02);Forced expiratory volume in 1-second (fev1), predicted percentage(rs13214027:1:-0.76);Forced vital capacity (fvc)(rs13214027:1:-0.02);Forced vital capacity (fvc), best measure(rs13214027:1:-0.02);Gastroesophageal reflux disease(rs13214027:1:-0.04);Granulocyte count(rs13214027:1:-0.04);Haematocrit percentage(rs13214027:1:-0.11);Haemoglobin concentration(rs13214027:1:-0.05);Headache | pain type(s) experienced in last month(rs2072803:0.75:NA;rs13214027:1:-0.05);Headache(rs2072806:0.75:NA);Heel bone mineral density(rs13214027:1:0.02);Hematocrit(rs13214027:1:-0.04;rs13214027:1:-0.04;rs13214027:1:-0.04);Hematuria(rs13214027:1:-0.1);Hemoglobin concentration(rs13214027:1:-0.05;rs13214027:1:-0.05);Hemoglobin levels(rs13214027:1:-0.03);Hemoglobin(rs13214027:1:-0.05);High light scatter reticulocyte count(rs13214027:1:0;rs13214027:1:-0.03;rs13214027:1:-0.03);High light scatter reticulocyte percentage of red cells(rs13214027:1:-0.03);Hip circumference(rs13214027:1:0.21);Hyperthyroidism or thyrotoxicosis(rs13214027:1:0);Hyperthyroidism/thyrotoxicosis | non-cancer illness code, self-reported(rs13214027:1:0.31);Hypothyroidism nos(rs13214027:1:0.12);Hypothyroidism(rs13214027:1:0.11);Insulin product | treatment/medication code(rs13214027:1:0.2);Intestinal malabsorption (non-celiac)(rs13214027:1:0.92);Leg fat mass (left)(rs13214027:1:0.03);Leg fat mass (right)(rs13214027:1:0.03);Leg fat-free mass (left)(rs13214027:1:0.02);Leg predicted mass (left)(rs13214027:1:0.02);Liver iron content(rs13214027:1:-0.07);Lung function (FEV1/FVC)(rs13214027:1:-0.02);Lung function (FVC)(rs13214027:1:-0.03);Lymphocyte count(rs13214027:1:-0.03);Lymphocyte counts(rs12176317:0.69:-0.06;rs3734537:0.76:NA;rs13214027:1:-0.06;rs13214027:1:-0.06;rs13214027:1:-0.06);Lymphocyte percentage of white cells(rs13214027:1:-0.02);Major depressive disorder(rs58825580:0.65:NA);Malabsorption/coeliac disease | non-cancer illness code, self-reported(rs13214027:1:1.17);Mean corpuscular haemoglobin concentration(rs13214027:1:-0.03);Mean corpuscular haemoglobin(rs13214027:1:-0.08);Mean corpuscular hemoglobin concentration(rs13214027:1:-0.03;rs13214027:1:-0.03;rs13214027:1:-0.04;rs13214027:1:-0.03);Mean corpuscular hemoglobin(rs13214027:1:-0.05;rs13214027:1:-0.04;rs13214027:1:-0.05);Mean corpuscular volume(rs13214027:1:-0.04;rs13214027:1:-0.04;rs13214027:1:-0.17;rs13214027:1:-0.03;rs13214027:1:-0.04);Mean reticulocyte volume(rs13214027:1:0.2;rs13214027:1:0.04);Membranous nephropathy(rs13214027:1:0.55);Monocyte count(rs9393703:0.68:-0.01;rs3734537:0.76:NA;rs13214027:1:-0.04;rs13214027:1:-0.05;rs13214027:1:-0.01);Myeloid white cell count(rs13214027:1:-0.04);Neutrophil count(rs3734537:0.76:NA;rs13214027:1:-0.03;rs13214027:1:-0.03;rs13214027:1:-0.03);Neutrophil percentage of white cells(rs13214027:1:0.02);Neutrophill count(rs13214027:1:-0.04);Neutrophill percentage(rs13214027:1:0.16);None of the above | medication for pain relief, constipation, heartburn(rs13214027:1:0.04);Number of fluid intelligence questions attempted within time limit(rs13214027:1:0.03);Oily fish consumption(rs9366656:0.77:NA);Oily fish intake(rs13214027:1:-0.02);Other (e.g. cornflakes, frosties) | cereal type(rs13214027:1:0.06);Other diseases of the digestive system(rs13214027:1:0.26);Paracetamol | medication for pain relief, constipation, heartburn(rs1977:0.7:NA;rs13214027:1:-0.05);Peak expiratory flow (pef)(rs13214027:1:-2.93);Peak expiratory flow(rs13214027:1:-0.05);Platelet count(rs13214027:1:0.02);Platelet-to-lymphocyte ratio(rs3734537:0.76:NA);Pork consumption(rs9366656:0.77:NA);Primary biliary cirrhosis(rs9393710:0.68:NA);Red blood cell (erythrocyte) distribution width(rs13214027:1:0.04);Red blood cell count(rs13214027:1:-0.01;rs13214027:1:-0.02);Red cell distribution width(rs13214027:1:0.05;rs13214027:1:0.04;rs13214027:1:0.05;rs13214027:1:0.05;rs13214027:1:0.03);Reticulocyte count(rs13214027:1:-0.04;rs13214027:1:-0.04);Reticulocyte fraction of red cells(rs13214027:1:-0.04;rs13214027:1:-0.04);Seen a psychiatrist for nerves, anxiety, tension or depression(rs13214027:1:-0.06);Seen doctor (gp) for nerves, anxiety, tension or depression(rs13214027:1:-0.04);Serotransferrin measurement(rs13214027:1:0.12);Sitting height(rs13214027:1:0.07);Sum basophil neutrophil counts(rs13214027:1:-0.04);Sum eosinophil basophil counts(rs13214027:1:-0.04);Sum neutrophil eosinophil counts(rs13214027:1:-0.04);Systemic lupus erythematosus(rs13214027:1:0.38;rs13214027:1:0.38);Thyroid problem (not cancer)(rs13214027:1:0.01);Time to complete round(rs13214027:1:-2.2);Trunk fat mass(rs13214027:1:0.1);Type 1 diabetes with other specified/multiple/unspecified complications(rs13214027:1:0.23);Type 1 diabetes(rs13214027:1:0.23;rs13214027:1:0.27;rs13214027:1:0.18);Varicella zoster virus glycoproteins E and I antibody levels(rs13214027:1:0.14);Weight(rs13214027:1:0.3;rs13214027:1:0.29);White blood cell (leukocyte) count(rs13214027:1:-0.09);White blood cell count(rs13214027:1:-0.06;rs13214027:1:-0.05;rs13214027:1:-0.06);Whole body fat mass(rs13214027:1:0.19)"	BTN2A1(eqtl:0.4:rs13214027;sqtl:0.6:rs13214027);BTN2A2(eqtl:0.8:rs13214027);BTN3A1(eqtl:0.5:rs13214027;sqtl:0.7:rs13214027);BTN3A2(eqtl:1:rs13214027;sqtl:0.3:rs13214027);BTN3A3(eqtl:1:rs13214027);H2BC12(eqtl:0.4:rs13214027);H2BC5(eqtl:0.8:rs13214027);H4C8(eqtl:0.5:rs13214027);HMGN4(sqtl:0.3:rs13214027);PRSS16(eqtl:0.6:rs13214027);ZNF391(eqtl:0.3:rs13214027)
